# SPARTA_BEAM_MAPPING v1
# title: BEAM_FINAL_QUAD_REV4_BEAM
# sparta_boundary_nodes: 408

# SECTION NODE_PROJECTIONS
# sparta_node_id  beam_elem  xi  gap_x  gap_y  active_flag
395 17 0.4000000000 -1.0000000000e-02 0.0000000000e+00 1
396 17 0.6000000000 -1.0000000000e-02 0.0000000000e+00 1
397 17 0.8000000000 -1.0000000000e-02 0.0000000000e+00 1
398 17 1.0000000000 -1.0000000000e-02 0.0000000000e+00 1
399 18 0.1999999999 -1.0000000000e-02 0.0000000000e+00 1
400 18 0.3999999999 -1.0000000000e-02 0.0000000000e+00 1
401 18 0.5999999999 -1.0000000000e-02 0.0000000000e+00 1
402 18 0.7999999999 -1.0000000000e-02 0.0000000000e+00 1
403 18 0.9999999999 -1.0000000000e-02 0.0000000000e+00 1
404 19 0.1999999999 -1.0000000000e-02 0.0000000000e+00 1
405 19 0.3999999999 -1.0000000000e-02 0.0000000000e+00 1
406 19 0.5999999999 -1.0000000000e-02 -1.7347234760e-18 1
407 19 0.7999999999 -1.0000000000e-02 0.0000000000e+00 1
408 19 0.9999999999 -1.0000000000e-02 0.0000000000e+00 1

# SECTION SPARTA_LINE_TOPOLOGY
# sparta_elem  sparta_node1  sparta_node2
1 1 2
2 2 3
3 3 4
4 4 5
5 5 6
6 6 7
7 7 8
8 8 9
9 9 10
10 10 11
11 11 12
12 12 13
13 13 14
14 14 15
15 15 16
16 16 17
17 17 18
18 18 19
19 19 20
20 20 21
21 21 22
22 22 23
23 23 24
24 24 25
25 25 26
26 26 27
27 27 28
28 28 29
29 29 30
30 30 31
31 31 32
32 32 33
33 33 34
34 34 35
35 35 36
36 36 37
37 37 38
38 38 39
39 39 40
40 40 41
41 41 42
42 42 43
43 43 44
44 44 45
45 45 46
46 46 47
47 47 48
48 48 49
49 49 50
50 50 51
51 51 52
52 52 53
53 53 54
54 54 55
55 55 56
56 56 57
57 57 58
58 58 59
59 59 60
60 60 61
61 61 62
62 62 63
63 63 64
64 64 65
65 65 66
66 66 67
67 67 68
68 68 69
69 69 70
70 70 71
71 71 72
72 72 73
73 73 74
74 74 75
75 75 76
76 76 77
77 77 78
78 78 79
79 79 80
80 80 81
81 81 82
82 82 83
83 83 84
84 84 85
85 85 86
86 86 87
87 87 88
88 88 89
89 89 90
90 90 91
91 91 92
92 92 93
93 93 94
94 94 95
95 95 96
96 96 97
97 97 98
98 98 99
99 99 100
100 100 101
101 101 102
102 102 103
103 103 104
104 104 105
105 105 106
106 106 107
107 107 108
108 108 109
109 109 110
110 110 111
111 111 112
112 112 113
113 113 114
114 114 115
115 115 116
116 116 117
117 117 118
118 118 119
119 119 120
120 120 121
121 121 122
122 122 123
123 123 124
124 124 125
125 125 126
126 126 127
127 127 128
128 128 129
129 129 130
130 130 131
131 131 132
132 132 133
133 133 134
134 134 135
135 135 136
136 136 137
137 137 138
138 138 139
139 139 140
140 140 141
141 141 142
142 142 143
143 143 144
144 144 145
145 145 146
146 146 147
147 147 148
148 148 149
149 149 150
150 150 151
151 151 152
152 152 153
153 153 154
154 154 155
155 155 156
156 156 157
157 157 158
158 158 159
159 159 160
160 160 161
161 161 162
162 162 163
163 163 164
164 164 165
165 165 166
166 166 167
167 167 168
168 168 169
169 169 170
170 170 171
171 171 172
172 172 173
173 173 174
174 174 175
175 175 176
176 176 177
177 177 178
178 178 179
179 179 180
180 180 181
181 181 182
182 182 183
183 183 184
184 184 185
185 185 186
186 186 187
187 187 188
188 188 189
189 189 190
190 190 191
191 191 192
192 192 193
193 193 194
194 194 195
195 195 196
196 196 197
197 197 198
198 198 199
199 199 200
200 200 201
201 201 202
202 202 203
203 203 204
204 204 205
205 205 206
206 206 207
207 207 208
208 208 209
209 209 210
210 210 211
211 211 212
212 212 213
213 213 214
214 214 215
215 215 216
216 216 217
217 217 218
218 218 219
219 219 220
220 220 221
221 221 222
222 222 223
223 223 224
224 224 225
225 225 226
226 226 227
227 227 228
228 228 229
229 229 230
230 230 231
231 231 232
232 232 233
233 233 234
234 234 235
235 235 236
236 236 237
237 237 238
238 238 239
239 239 240
240 240 241
241 241 242
242 242 243
243 243 244
244 244 245
245 245 246
246 246 247
247 247 248
248 248 249
249 249 250
250 250 251
251 251 252
252 252 253
253 253 254
254 254 255
255 255 256
256 256 257
257 257 258
258 258 259
259 259 260
260 260 261
261 261 262
262 262 263
263 263 264
264 264 265
265 265 266
266 266 267
267 267 268
268 268 269
269 269 270
270 270 271
271 271 272
272 272 273
273 273 274
274 274 275
275 275 276
276 276 277
277 277 278
278 278 279
279 279 280
280 280 281
281 281 282
282 282 283
283 283 284
284 284 285
285 285 286
286 286 287
287 287 288
288 288 289
289 289 290
290 290 291
291 291 292
292 292 293
293 293 294
294 294 295
295 295 296
296 296 297
297 297 298
298 298 299
299 299 300
300 300 301
301 301 302
302 302 303
303 303 304
304 304 305
305 305 306
306 306 307
307 307 308
308 308 309
309 309 310
310 310 311
311 311 312
312 312 313
313 313 314
314 314 315
315 315 316
316 316 317
317 317 318
318 318 319
319 319 320
320 320 321
321 321 322
322 322 323
323 323 324
324 324 325
325 325 326
326 326 327
327 327 328
328 328 329
329 329 330
330 330 331
331 331 332
332 332 333
333 333 334
334 334 335
335 335 336
336 336 337
337 337 338
338 338 339
339 339 340
340 340 341
341 341 342
342 342 343
343 343 344
344 344 345
345 345 346
346 346 347
347 347 348
348 348 349
349 349 350
350 350 351
351 351 352
352 352 353
353 353 354
354 354 355
355 355 356
356 356 357
357 357 358
358 358 359
359 359 360
360 360 361
361 361 362
362 362 363
363 363 364
364 364 365
365 365 366
366 366 367
367 367 368
368 368 369
369 369 370
370 370 371
371 371 372
372 372 373
373 373 374
374 374 375
375 375 376
376 376 377
377 377 378
378 378 379
379 379 380
380 380 381
381 381 382
382 382 383
383 383 384
384 384 385
385 385 386
386 386 387
387 387 388
388 388 389
389 389 390
390 390 391
391 391 392
392 392 393
393 393 394
394 394 395
395 395 396
396 396 397
397 397 398
398 398 399
399 399 400
400 400 401
401 401 402
402 402 403
403 403 404
404 404 405
405 405 406
406 406 407
407 407 408
408 408 1

# SECTION NODE_ADJACENT_ELEMENTS
# sparta_node_id  sparta_elem_prev  sparta_elem_next
1 408 1
2 1 2
3 2 3
4 3 4
5 4 5
6 5 6
7 6 7
8 7 8
9 8 9
10 9 10
11 10 11
12 11 12
13 12 13
14 13 14
15 14 15
16 15 16
17 16 17
18 17 18
19 18 19
20 19 20
21 20 21
22 21 22
23 22 23
24 23 24
25 24 25
26 25 26
27 26 27
28 27 28
29 28 29
30 29 30
31 30 31
32 31 32
33 32 33
34 33 34
35 34 35
36 35 36
37 36 37
38 37 38
39 38 39
40 39 40
41 40 41
42 41 42
43 42 43
44 43 44
45 44 45
46 45 46
47 46 47
48 47 48
49 48 49
50 49 50
51 50 51
52 51 52
53 52 53
54 53 54
55 54 55
56 55 56
57 56 57
58 57 58
59 58 59
60 59 60
61 60 61
62 61 62
63 62 63
64 63 64
65 64 65
66 65 66
67 66 67
68 67 68
69 68 69
70 69 70
71 70 71
72 71 72
73 72 73
74 73 74
75 74 75
76 75 76
77 76 77
78 77 78
79 78 79
80 79 80
81 80 81
82 81 82
83 82 83
84 83 84
85 84 85
86 85 86
87 86 87
88 87 88
89 88 89
90 89 90
91 90 91
92 91 92
93 92 93
94 93 94
95 94 95
96 95 96
97 96 97
98 97 98
99 98 99
100 99 100
101 100 101
102 101 102
103 102 103
104 103 104
105 104 105
106 105 106
107 106 107
108 107 108
109 108 109
110 109 110
111 110 111
112 111 112
113 112 113
114 113 114
115 114 115
116 115 116
117 116 117
118 117 118
119 118 119
120 119 120
121 120 121
122 121 122
123 122 123
124 123 124
125 124 125
126 125 126
127 126 127
128 127 128
129 128 129
130 129 130
131 130 131
132 131 132
133 132 133
134 133 134
135 134 135
136 135 136
137 136 137
138 137 138
139 138 139
140 139 140
141 140 141
142 141 142
143 142 143
144 143 144
145 144 145
146 145 146
147 146 147
148 147 148
149 148 149
150 149 150
151 150 151
152 151 152
153 152 153
154 153 154
155 154 155
156 155 156
157 156 157
158 157 158
159 158 159
160 159 160
161 160 161
162 161 162
163 162 163
164 163 164
165 164 165
166 165 166
167 166 167
168 167 168
169 168 169
170 169 170
171 170 171
172 171 172
173 172 173
174 173 174
175 174 175
176 175 176
177 176 177
178 177 178
179 178 179
180 179 180
181 180 181
182 181 182
183 182 183
184 183 184
185 184 185
186 185 186
187 186 187
188 187 188
189 188 189
190 189 190
191 190 191
192 191 192
193 192 193
194 193 194
195 194 195
196 195 196
197 196 197
198 197 198
199 198 199
200 199 200
201 200 201
202 201 202
203 202 203
204 203 204
205 204 205
206 205 206
207 206 207
208 207 208
209 208 209
210 209 210
211 210 211
212 211 212
213 212 213
214 213 214
215 214 215
216 215 216
217 216 217
218 217 218
219 218 219
220 219 220
221 220 221
222 221 222
223 222 223
224 223 224
225 224 225
226 225 226
227 226 227
228 227 228
229 228 229
230 229 230
231 230 231
232 231 232
233 232 233
234 233 234
235 234 235
236 235 236
237 236 237
238 237 238
239 238 239
240 239 240
241 240 241
242 241 242
243 242 243
244 243 244
245 244 245
246 245 246
247 246 247
248 247 248
249 248 249
250 249 250
251 250 251
252 251 252
253 252 253
254 253 254
255 254 255
256 255 256
257 256 257
258 257 258
259 258 259
260 259 260
261 260 261
262 261 262
263 262 263
264 263 264
265 264 265
266 265 266
267 266 267
268 267 268
269 268 269
270 269 270
271 270 271
272 271 272
273 272 273
274 273 274
275 274 275
276 275 276
277 276 277
278 277 278
279 278 279
280 279 280
281 280 281
282 281 282
283 282 283
284 283 284
285 284 285
286 285 286
287 286 287
288 287 288
289 288 289
290 289 290
291 290 291
292 291 292
293 292 293
294 293 294
295 294 295
296 295 296
297 296 297
298 297 298
299 298 299
300 299 300
301 300 301
302 301 302
303 302 303
304 303 304
305 304 305
306 305 306
307 306 307
308 307 308
309 308 309
310 309 310
311 310 311
312 311 312
313 312 313
314 313 314
315 314 315
316 315 316
317 316 317
318 317 318
319 318 319
320 319 320
321 320 321
322 321 322
323 322 323
324 323 324
325 324 325
326 325 326
327 326 327
328 327 328
329 328 329
330 329 330
331 330 331
332 331 332
333 332 333
334 333 334
335 334 335
336 335 336
337 336 337
338 337 338
339 338 339
340 339 340
341 340 341
342 341 342
343 342 343
344 343 344
345 344 345
346 345 346
347 346 347
348 347 348
349 348 349
350 349 350
351 350 351
352 351 352
353 352 353
354 353 354
355 354 355
356 355 356
357 356 357
358 357 358
359 358 359
360 359 360
361 360 361
362 361 362
363 362 363
364 363 364
365 364 365
366 365 366
367 366 367
368 367 368
369 368 369
370 369 370
371 370 371
372 371 372
373 372 373
374 373 374
375 374 375
376 375 376
377 376 377
378 377 378
379 378 379
380 379 380
381 380 381
382 381 382
383 382 383
384 383 384
385 384 385
386 385 386
387 386 387
388 387 388
389 388 389
390 389 390
391 390 391
392 391 392
393 392 393
394 393 394
395 394 395
396 395 396
397 396 397
398 397 398
399 398 399
400 399 400
401 400 401
402 401 402
403 402 403
404 403 404
405 404 405
406 405 406
407 406 407
408 407 408
